d,D,p,Nt,Na,Lf,y,F,Seqv_max,Referencia
17.0,152.0,18.5,72,9.0,480.0,0.36642,9492.61,1540000000.0,7C5855709E
17.0,152.0,18.5,72,9.0,480.0,0.34038,8920.53,1430000000.0,7C5855709E
17.0,152.0,18.5,72,9.0,480.0,0.31434,8174.55,1360000000.0,7C5855709E
17.0,152.0,18.5,72,9.0,480.0,0.2883,7439.22,1140000000.0,7C5855709E
17.0,152.0,18.5,72,9.0,480.0,0.26226,6908.19,1120000000.0,7C5855709E
17.0,152.0,18.5,72,9.0,480.0,0.23622,6186.0,973000000.0,7C5855709E
17.0,152.0,18.5,72,9.0,480.0,0.21018,5512.23,920000000.0,7C5855709E
17.0,152.0,18.5,72,9.0,480.0,0.18414,4926.03,743000000.0,7C5855709E
17.0,152.0,18.5,72,9.0,480.0,0.1581,4108.36,643000000.0,7C5855709E
17.0,152.0,18.5,72,9.0,480.0,0.13206,3502.18,515000000.0,7C5855709E
17.0,152.0,18.5,72,9.0,480.0,0.10602,2780.82,438000000.0,7C5855709E
17.0,152.0,18.5,72,9.0,480.0,0.0525,1392.7,231000000.0,7C5855709E
17.0,152.0,18.5,72,9.0,480.0,0.001,26.19,3960000.0,7C5855709E
16.8,150.0,18.2,71,8.9,475.0,0.68191,17937.6,2830000000.0,31E22D2C96
16.8,150.0,18.2,71,8.9,475.0,0.66145,17476.74,2690000000.0,31E22D2C96
16.8,150.0,18.2,71,8.9,475.0,0.641,16836.47,2730000000.0,31E22D2C96
16.8,150.0,18.2,71,8.9,475.0,0.62054,16231.62,2540000000.0,31E22D2C96
16.8,150.0,18.2,71,8.9,475.0,0.60008,15567.95,2650000000.0,31E22D2C96
16.8,150.0,18.2,71,8.9,475.0,0.57962,15363.92,2550000000.0,31E22D2C96
16.8,150.0,18.2,71,8.9,475.0,0.55154,14579.88,2430000000.0,31E22D2C96
16.8,150.0,18.2,71,8.9,475.0,0.52347,13664.46,2220000000.0,31E22D2C96
16.8,150.0,18.2,71,8.9,475.0,0.49539,12782.42,2070000000.0,31E22D2C96
16.8,150.0,18.2,71,8.9,475.0,0.46731,12382.94,1970000000.0,31E22D2C96
16.8,150.0,18.2,71,8.9,475.0,0.43923,11620.47,1890000000.0,31E22D2C96
16.8,150.0,18.2,71,8.9,475.0,0.41115,10618.27,1670000000.0,31E22D2C96
16.8,150.0,18.2,71,8.9,475.0,0.38307,10124.33,1670000000.0,31E22D2C96
16.8,150.0,18.2,71,8.9,475.0,0.35499,9306.23,1500000000.0,31E22D2C96
16.8,150.0,18.2,71,8.9,475.0,0.32692,8579.46,1430000000.0,31E22D2C96
16.8,150.0,18.2,71,8.9,475.0,0.29884,7941.59,1350000000.0,31E22D2C96
16.8,150.0,18.2,71,8.9,475.0,0.27076,7117.13,1150000000.0,31E22D2C96
16.8,150.0,18.2,71,8.9,475.0,0.24268,6364.71,1050000000.0,31E22D2C96
16.8,150.0,18.2,71,8.9,475.0,0.2146,5649.19,953000000.0,31E22D2C96
16.8,150.0,18.2,71,8.9,475.0,0.18652,4988.09,805000000.0,31E22D2C96
16.8,150.0,18.2,71,8.9,475.0,0.15844,4238.86,712000000.0,31E22D2C96
16.8,150.0,18.2,71,8.9,475.0,0.13037,3410.62,579000000.0,31E22D2C96
16.8,150.0,18.2,71,8.9,475.0,0.10229,2723.88,436000000.0,31E22D2C96
16.8,150.0,18.2,71,8.9,475.0,0.0506,1349.24,226000000.0,31E22D2C96
16.8,150.0,18.2,71,8.9,475.0,0.001,26.81,4300000.0,31E22D2C96
17.2,154.0,19.0,73,9.1,490.0,0.72732,19012.43,2900000000.0,64924BC10B
17.2,154.0,19.0,73,9.1,490.0,0.70914,18436.21,3050000000.0,64924BC10B
17.2,154.0,19.0,73,9.1,490.0,0.69095,18278.27,2870000000.0,64924BC10B
17.2,154.0,19.0,73,9.1,490.0,0.67277,17501.68,2730000000.0,64924BC10B
17.2,154.0,19.0,73,9.1,490.0,0.65459,17126.62,2580000000.0,64924BC10B
17.2,154.0,19.0,73,9.1,490.0,0.6364,16506.76,2430000000.0,64924BC10B
17.2,154.0,19.0,73,9.1,490.0,0.61822,16140.69,2550000000.0,64924BC10B
17.2,154.0,19.0,73,9.1,490.0,0.58994,15266.86,2480000000.0,64924BC10B
17.2,154.0,19.0,73,9.1,490.0,0.56165,14426.43,2140000000.0,64924BC10B
17.2,154.0,19.0,73,9.1,490.0,0.53337,13901.06,2230000000.0,64924BC10B
17.2,154.0,19.0,73,9.1,490.0,0.50508,13355.58,2040000000.0,64924BC10B
17.2,154.0,19.0,73,9.1,490.0,0.4768,12532.62,1940000000.0,64924BC10B
17.2,154.0,19.0,73,9.1,490.0,0.44851,11643.22,1860000000.0,64924BC10B
17.2,154.0,19.0,73,9.1,490.0,0.42023,10999.11,1630000000.0,64924BC10B
17.2,154.0,19.0,73,9.1,490.0,0.39194,10342.79,1670000000.0,64924BC10B
17.2,154.0,19.0,73,9.1,490.0,0.36366,9397.61,1480000000.0,64924BC10B
17.2,154.0,19.0,73,9.1,490.0,0.33538,8764.33,1370000000.0,64924BC10B
17.2,154.0,19.0,73,9.1,490.0,0.30709,7941.77,1210000000.0,64924BC10B
17.2,154.0,19.0,73,9.1,490.0,0.27881,7248.34,1160000000.0,64924BC10B
17.2,154.0,19.0,73,9.1,490.0,0.25052,6550.08,1010000000.0,64924BC10B
17.2,154.0,19.0,73,9.1,490.0,0.22224,5823.74,827000000.0,64924BC10B
17.2,154.0,19.0,73,9.1,490.0,0.19395,5101.55,751000000.0,64924BC10B
17.2,154.0,19.0,73,9.1,490.0,0.16567,4292.47,644000000.0,64924BC10B
17.2,154.0,19.0,73,9.1,490.0,0.13738,3526.3,566000000.0,64924BC10B
17.2,154.0,19.0,73,9.1,490.0,0.1091,2823.76,443000000.0,64924BC10B
17.2,154.0,19.0,73,9.1,490.0,0.054,1404.85,221000000.0,64924BC10B
17.2,154.0,19.0,73,9.1,490.0,0.001,26.02,3880000.0,64924BC10B
8.5,68.0,9.0,36,4.5,240.0,0.0627,2263.98,1330000000.0,4EA9448248
8.5,68.0,9.0,36,4.5,240.0,0.0608,2264.23,1260000000.0,4EA9448248
8.5,68.0,9.0,36,4.5,240.0,0.0589,2119.34,1170000000.0,4EA9448248
8.5,68.0,9.0,36,4.5,240.0,0.0571,2044.63,1230000000.0,4EA9448248
8.5,68.0,9.0,36,4.5,240.0,0.0552,2040.17,1190000000.0,4EA9448248
8.5,68.0,9.0,36,4.5,240.0,0.0533,1932.52,1180000000.0,4EA9448248
8.5,68.0,9.0,36,4.5,240.0,0.0509,1855.99,1110000000.0,4EA9448248
8.5,68.0,9.0,36,4.5,240.0,0.0484,1754.83,1020000000.0,4EA9448248
8.5,68.0,9.0,36,4.5,240.0,0.046,1654.38,975000000.0,4EA9448248
8.5,68.0,9.0,36,4.5,240.0,0.0435,1589.3,894000000.0,4EA9448248
8.5,68.0,9.0,36,4.5,240.0,0.0411,1484.25,900000000.0,4EA9448248
8.5,68.0,9.0,36,4.5,240.0,0.0387,1436.39,825000000.0,4EA9448248
8.5,68.0,9.0,36,4.5,240.0,0.0362,1320.68,773000000.0,4EA9448248
8.5,68.0,9.0,36,4.5,240.0,0.0338,1232.77,677000000.0,4EA9448248
8.5,68.0,9.0,36,4.5,240.0,0.0313,1147.01,622000000.0,4EA9448248
8.5,68.0,9.0,36,4.5,240.0,0.0289,1045.57,614000000.0,4EA9448248
8.5,68.0,9.0,36,4.5,240.0,0.0265,970.24,547000000.0,4EA9448248
8.5,68.0,9.0,36,4.5,240.0,0.024,871.61,495000000.0,4EA9448248
8.5,68.0,9.0,36,4.5,240.0,0.0216,785.98,454000000.0,4EA9448248
8.5,68.0,9.0,36,4.5,240.0,0.0192,702.63,400000000.0,4EA9448248
8.5,68.0,9.0,36,4.5,240.0,0.0167,611.4,359000000.0,4EA9448248
8.5,68.0,9.0,36,4.5,240.0,0.0143,521.33,299000000.0,4EA9448248
8.5,68.0,9.0,36,4.5,240.0,0.0118,432.25,256000000.0,4EA9448248
8.5,68.0,9.0,36,4.5,240.0,0.0094,345.51,211000000.0,4EA9448248
8.5,68.0,9.0,36,4.5,240.0,0.0042,151.59,86500000.0,4EA9448248
8.5,68.0,9.0,36,4.5,240.0,0.001,35.84,21300000.0,4EA9448248
8.8,70.5,9.2,37,4.6,245.0,0.0766,2841.48,1520000000.0,86DAFE1D7B
8.8,70.5,9.2,37,4.6,245.0,0.0743,2738.1,1540000000.0,86DAFE1D7B
8.8,70.5,9.2,37,4.6,245.0,0.072,2659.34,1450000000.0,86DAFE1D7B
8.8,70.5,9.2,37,4.6,245.0,0.0697,2516.89,1320000000.0,86DAFE1D7B
8.8,70.5,9.2,37,4.6,245.0,0.0674,2501.54,1370000000.0,86DAFE1D7B
8.8,70.5,9.2,37,4.6,245.0,0.0651,2408.48,1330000000.0,86DAFE1D7B
8.8,70.5,9.2,37,4.6,245.0,0.0619,2304.73,1240000000.0,86DAFE1D7B
8.8,70.5,9.2,37,4.6,245.0,0.0588,2162.15,1130000000.0,86DAFE1D7B
8.8,70.5,9.2,37,4.6,245.0,0.0556,2017.59,1040000000.0,86DAFE1D7B
8.8,70.5,9.2,37,4.6,245.0,0.0525,1910.81,1080000000.0,86DAFE1D7B
8.8,70.5,9.2,37,4.6,245.0,0.0493,1783.9,955000000.0,86DAFE1D7B
8.8,70.5,9.2,37,4.6,245.0,0.0462,1674.26,888000000.0,86DAFE1D7B
8.8,70.5,9.2,37,4.6,245.0,0.043,1583.04,837000000.0,86DAFE1D7B
8.8,70.5,9.2,37,4.6,245.0,0.0399,1480.48,836000000.0,86DAFE1D7B
8.8,70.5,9.2,37,4.6,245.0,0.0367,1318.35,697000000.0,86DAFE1D7B
8.8,70.5,9.2,37,4.6,245.0,0.0336,1233.57,689000000.0,86DAFE1D7B
8.8,70.5,9.2,37,4.6,245.0,0.0304,1111.93,600000000.0,86DAFE1D7B
8.8,70.5,9.2,37,4.6,245.0,0.0272,989.59,510000000.0,86DAFE1D7B
8.8,70.5,9.2,37,4.6,245.0,0.0241,898.13,459000000.0,86DAFE1D7B
8.8,70.5,9.2,37,4.6,245.0,0.0209,787.41,435000000.0,86DAFE1D7B
8.8,70.5,9.2,37,4.6,245.0,0.0178,658.1,362000000.0,86DAFE1D7B
8.8,70.5,9.2,37,4.6,245.0,0.0146,536.46,293000000.0,86DAFE1D7B
8.8,70.5,9.2,37,4.6,245.0,0.0115,421.18,231000000.0,86DAFE1D7B
8.8,70.5,9.2,37,4.6,245.0,0.00524,192.56,101000000.0,86DAFE1D7B
8.8,70.5,9.2,37,4.6,245.0,0.001,36.42,19100000.0,86DAFE1D7B
